Week of,Prediction,Name,APTA Name,Size,Region,City
2018-02-11,114543.0,Clark Co Pub Trp Benefit Area,Clark Co Pub Trp Benefit Area,"500,000-1.99M",Pacific,Vancouver
2018-02-11,61649.0,"Arlington County, Virginia","Arlington County, Virginia",2M+,South-Atlantic,Washington D.C.
2018-02-11,600755.0,Milwaukee County Tr Sys,Milwaukee County Tr Sys,"500,000-1.99M",East Central,Milwaukee County
2018-02-11,33656.0,GoTriangle,GoTriangle,Under 500k,South-Atlantic,Raleigh
2018-02-11,371426.0,Caltrain,Caltrain,2M+,Pacific,SF Bay Area
2018-02-11,63466.0,Northern IN Commuter TD,Northern IN Commuter TD,2M+,East Central,Chicago
2018-02-18,97155.0,"Golden Gate Bridge, Hwy & TD","Golden Gate Bridge, Hwy & TD",2M+,Pacific,SF Bay Area
2018-02-18,599061.0,Capital Metropolitan Trp Auth,Capital Metropolitan Trp Auth,"500,000-1.99M",West Central,Austin
2018-02-18,55634.0,Prince Georges County Transp,Prince Georges County Transp,2M+,South-Atlantic,Washington D.C.
2018-02-18,1940109.0,Tri-County Metro Trp Dist,Tri-County Metro Trp Dist,"500,000-1.99M",Pacific,Portland
2018-02-18,215360.0,Lane Transit District ,Lane Transit District ,Under 500k,Pacific,Eugene
2018-02-18,458428.0,Niagara Frontier Trp Auth,Niagara Frontier Trp Auth,"500,000-1.99M",Mid-Atlantic,Buffalo
2018-02-18,5805012.0,Southeastern Penn TA,Southeastern Penn TA,2M+,Mid-Atlantic,Philadelphia
2018-02-18,74446.0,Charleston Area RTA,Charleston Area RTA,"500,000-1.99M",South-Atlantic,Charleston
2018-02-18,146286.0,RTC of Washoe County,RTC of Washoe County,Under 500k,Mountain,Reno
2018-02-18,134711.0,Ann Arbor Transportation Auth,Ann Arbor Transportation Auth,Under 500k,East Central,Ann Arbor
2018-02-18,268104.0,Southwest Ohio RTA,Southwest Ohio RTA,"500,000-1.99M",East Central,Cincinnati
2018-02-18,1220855.0,Port Auth of Allegheny Co,Port Auth of Allegheny Co,"500,000-1.99M",Mid-Atlantic,Pittsburgh
2018-02-18,71320.0,Kitsap Transit,Kitsap Transit,Under 500k,Pacific,Seattle
2018-02-18,86173.0,Transit Auth Lexington-Fayette,Transit Auth Lexington-Fayette,Under 500k,East Central,Lexington
2018-02-18,8702960.0,Chicago Transit Authority,Chicago Transit Authority,2M+,East Central,Chicago
2018-02-18,1930812.0,Miami-Dade Transit Agency,Miami-Dade Transit Agency,2M+,South-Atlantic,Miami
2018-02-18,241473.0,Foothill Transit,Foothill Transit,2M+,Pacific,Los Angeles
2018-02-18,95455.0,Trinity Metro,Trinity Metro,2M+,West Central,Dallas
2018-02-18,219335.0,North County Transit District,North County Transit District,2M+,Pacific,San Diego
2018-02-18,342804.0,Caltrain,Caltrain,2M+,Pacific,SF Bay Area
2018-02-18,1974768.0,MTA Long Island Rail Road,MTA Long Island Rail Road,2M+,Mid-Atlantic,NYC
2018-02-18,72240.0,Torrance Transit System,Torrance Transit System,2M+,Pacific,Los Angeles
2018-02-18,33247.0,Detroit Transp Corp/DPM,Detroit Transp Corp/DPM,2M+,East Central,Detroit
2018-02-18,321916.0,"Metro Transit, City of Madison","Metro Transit, City of Madison",Under 500k,East Central,Madison
2018-02-18,719342.0,VIA Metropolitan Transit,VIA Metropolitan Transit,"500,000-1.99M",West Central,San Antonio
2018-02-18,373715.0,Central Ohio Transit Auth,Central Ohio Transit Auth,"500,000-1.99M",East Central,Columbus
2018-02-18,13792.0,City of Fairfax CUE Bus,City of Fairfax CUE Bus,2M+,South-Atlantic,Washington D.C.
2018-02-18,235098.0,Palm Beach County STD,Palm Beach County STD,2M+,South-Atlantic,Miami
2018-02-18,54297.0,Tr Auth of Northern Kentucky,Tr Auth of Northern Kentucky,"500,000-1.99M",East Central,Cincinnati
2018-02-18,188861.0,Metropolitan Transit Auth,Metropolitan Transit Auth,"500,000-1.99M",East Central,Nashville
2018-02-18,499978.0,Sacramento Reg Tr Dist,Sacramento Reg Tr Dist,"500,000-1.99M",Pacific,Sacramento
2018-02-18,1515155.0,MTA Metro-North Railroad,MTA Metro-North Railroad,2M+,Mid-Atlantic,NYC
2018-02-18,286305.0,Pinellas Suncoast Tran Auth,Pinellas Suncoast Tran Auth,2M+,South-Atlantic,Tampa
2018-02-18,443172.0,City of Detroit Dept of Trp,City of Detroit Dept of Trp,2M+,East Central,Detroit
2018-02-18,417642.0,New York City DOT,New York City DOT,2M+,Mid-Atlantic,NYC
2018-02-18,62068.0,"Arlington County, Virginia","Arlington County, Virginia",2M+,South-Atlantic,Washington D.C.
2018-02-18,114137.0,Clark Co Pub Trp Benefit Area,Clark Co Pub Trp Benefit Area,"500,000-1.99M",Pacific,Vancouver
2018-02-18,69237.0,Central Contra Costa TA,Central Contra Costa TA,"500,000-1.99M",Pacific,SF Bay Area
2018-02-18,136286.0,GoRaleigh,GoRaleigh,"500,000-1.99M",South-Atlantic,Raleigh
2018-02-18,1236840.0,City & Cnty of Honolulu DOTS,City & Cnty of Honolulu DOTS,"500,000-1.99M",Pacific,Oahu
2018-02-18,395931.0,Regional Transit Auth,Regional Transit Auth,"500,000-1.99M",West Central,New Orleans
2018-02-18,34083.0,GoTriangle,GoTriangle,Under 500k,South-Atlantic,Raleigh
2018-02-18,1749608.0,Maryland Transit Admin,Maryland Transit Admin,2M+,South-Atlantic,Baltimore
2018-02-18,1742355.0,Metro Tr Auth of Harris Co,Metro Tr Auth of Harris Co,2M+,West Central,Houston
2018-02-18,35856.0,Yolo County Transportation District,Yolo County Transportation District,"500,000-1.99M",Pacific,Sacramento
2018-02-18,870535.0,Sound Transit,Sound Transit,2M+,Pacific,Seattle
2018-02-18,441616.0,Montgomery County Ride-On,Montgomery County Ride-On,2M+,South-Atlantic,Washington D.C.
2018-02-18,229948.0,Interurban Transit Partnership,Interurban Transit Partnership,"500,000-1.99M",East Central,Grand Rapids
2018-02-18,529523.0,Long Beach Transit,Long Beach Transit,2M+,Pacific,Los Angeles
2018-02-18,2306070.0,King County Dept of Trp,King County Dept of Trp,2M+,Pacific,Seattle
2018-02-18,2367726.0,San Francisco Bay Area RTD,San Francisco Bay Area RTD,2M+,Pacific,SF Bay Area
2018-02-18,1835697.0,San Diego Metrop Transit System,San Diego Metrop Transit System,2M+,Pacific,San Diego
2018-02-18,208369.0,Spokane Transit Authority,Spokane Transit Authority,Under 500k,Pacific,Spokane
2018-02-18,211844.0,Indianapolis Public Trp Corp,Indianapolis Public Trp Corp,"500,000-1.99M",East Central,Indianapolis
2018-02-18,330687.0,Hillsborough Area Reg TA,Hillsborough Area Reg TA,2M+,South-Atlantic,Tampa
2018-02-18,226064.0,OMNITRANS,OMNITRANS,"500,000-1.99M",Pacific,Los Angeles
2018-02-18,180856.0,Greater Dayton Regional TA,Greater Dayton Regional TA,"500,000-1.99M",East Central,Dayton
2018-02-18,252598.0,Santa Monica's Big Blue Bus,Santa Monica's Big Blue Bus,2M+,Pacific,Los Angeles
2018-02-18,73242.0,Denton County Transportation Auth,Denton County Transportation Auth,Under 500k,West Central,Dallas
2018-02-18,6771679.0,Washington Metro Area TA,Washington Metro Area TA,2M+,South-Atlantic,Washington D.C.
2018-02-18,1325523.0,RTC of Southern Nevada,RTC of Southern Nevada,"500,000-1.99M",Mountain,Las Vegas
2018-02-18,161828.0,Pierce Transit,Pierce Transit,2M+,Pacific,Seattle
2018-02-18,64066.0,Gardena Municipal Bus Lines,Gardena Municipal Bus Lines,2M+,Pacific,Los Angeles
2018-02-18,14645.0,Ventura County Transp Comm,Ventura County Transp Comm,Under 500k,Pacific,Ventura County
2018-02-18,47749.0,Water Emergency Tr Auth,Water Emergency Tr Auth,2M+,Pacific,SF Bay Area
2018-02-18,338369.0,Rhode Island Public TA,Rhode Island Public TA,Under 500k,New England,Providence
2018-02-18,202330.0,Southern California RRA,Southern California RRA,2M+,Pacific,Los Angeles
2018-02-18,152478.0,MTA Staten Island Railway,MTA Staten Island Railway,2M+,Mid-Atlantic,NYC
2018-02-18,443668.0,Charlotte Area Transit,Charlotte Area Transit,"500,000-1.99M",South-Atlantic,Charlotte
2018-02-18,687186.0,Bi-State Dev Agency,Bi-State Dev Agency,2M+,West Central,St. Louis
2018-02-18,95972.0,METRO Regional Transit Authority,METRO Regional Transit Authority,"500,000-1.99M",East Central,Cleveland
2018-02-18,302131.0,Jacksonville Transp Auth,Jacksonville Transp Auth,"500,000-1.99M",South-Atlantic,Jacksonville
2018-02-18,4073911.0,San Francisco Muni Rwy,San Francisco Muni Rwy,2M+,Pacific,SF Bay Area
2018-02-18,578997.0,Central Florida RTA,Central Florida RTA,"500,000-1.99M",South-Atlantic,Orlando
2018-02-18,848232.0,City of Phoenix PTD,City of Phoenix PTD,2M+,Mountain,Phoenix
2018-02-18,114065.0,Santa Cruz Metro Transit Dist,Santa Cruz Metro Transit Dist,Under 500k,Pacific,Santa Cruz
2018-02-18,303042.0,Capital District Transp Auth,Capital District Transp Auth,"500,000-1.99M",Mid-Atlantic,Albany
2018-02-18,98961.0,District Dept of Transp,District Dept of Transp,2M+,South-Atlantic,Washington D.C.
2018-02-18,43915.0,Modesto Area Express,Modesto Area Express,Under 500k,Pacific,Modesto
2018-02-18,44549.0,Eastern Contra Costa Tr Auth,Eastern Contra Costa Tr Auth,Under 500k,Pacific,SF Bay Area
2018-02-18,59107.0,Marin County Transit District,Marin County Transit District,Under 500k,Pacific,SF Bay Area
2018-02-18,241581.0,Transit Auth of River City,Transit Auth of River City,"500,000-1.99M",East Central,Louisville
2018-02-18,653429.0,Broward County Transit,Broward County Transit,2M+,South-Atlantic,Miami
2018-02-18,45924.0,PRTC Omni-Ride,PRTC Omni-Ride,2M+,South-Atlantic,Washington D.C.
2018-02-18,708195.0,Greater Cleveland Reg TA,Greater Cleveland Reg TA,"500,000-1.99M",East Central,Cleveland
2018-02-18,97956.0,Culver CityBus,Culver CityBus,2M+,Pacific,Los Angeles
2018-02-18,137945.0,Greater Richmond Transit Company,Greater Richmond Transit Company,"500,000-1.99M",South-Atlantic,Richmond
2018-02-18,126949.0,South Florida RTA (Tri-Rail),South Florida RTA (Tri-Rail),2M+,South-Atlantic,Miami
2018-02-18,72069.0,San Joaquin Reg Trans Dist,San Joaquin Reg Trans Dist,Under 500k,Pacific,Stockton
2018-02-18,1010119.0,Alameda-Contra Costa TD,Alameda-Contra Costa TD,2M+,Pacific,SF Bay Area
2018-02-18,830756.0,Utah Transit Authority,Utah Transit Authority,"500,000-1.99M",Mountain,Salt Lake City
2018-02-18,18444.0,SunRail,SunRail,"500,000-1.99M",South-Atlantic,Orlando
2018-02-18,294770.0,Rochester Genesee RTA,Rochester Genesee RTA,"500,000-1.99M",Mid-Atlantic,Rochester
2018-02-18,7699102.0,Los Angeles County MTA,Los Angeles County MTA,2M+,Pacific,Los Angeles
2018-02-18,210274.0,San Mateo County Tran Dist,San Mateo County Tran Dist,2M+,Pacific,SF Bay Area
2018-02-18,1959700.0,Regional Trp District,Regional Trp District,2M+,Mountain,Denver
2018-02-18,99342.0,Virginia Railway Express,Virginia Railway Express,2M+,South-Atlantic,Washington D.C.
2018-02-18,88950.0,Tompkins Consol Area Transit,Tompkins Consol Area Transit,Under 500k,Mid-Atlantic,Ithaca
2018-02-18,715454.0,Santa Clara Valley Trp Auth,Santa Clara Valley Trp Auth,"500,000-1.99M",Pacific,SF Bay Area
2018-02-18,8402.0,LAKETRAN,LAKETRAN,"500,000-1.99M",East Central,Cleveland
2018-02-18,106960.0,Unitrans,Unitrans,Under 500k,Pacific,Sacramento
2018-02-18,1554403.0,Metro Transit,Metro Transit,2M+,West Central,Minneapolis-Saint Paul
2018-02-18,291261.0,Hampton Roads Transit,Hampton Roads Transit,"500,000-1.99M",South-Atlantic,Hampton Roads
2018-02-18,6833.0,City of Redondo Beach,City of Redondo Beach,2M+,Pacific,Los Angeles
2018-02-18,407579.0,City of Tucson MTS,City of Tucson MTS,"500,000-1.99M",Mountain,Tucson
2018-02-18,772159.0,Orange County Transp Auth,Orange County Transp Auth,2M+,Pacific,Los Angeles
2018-02-18,135504.0,GoDurham Transit,GoDurham Transit,Under 500k,South-Atlantic,Raleigh
2018-02-18,1330236.0,Dallas Area Rapid Transit,Dallas Area Rapid Transit,2M+,West Central,Dallas
2018-02-18,28586.0,San Joaquin Reg Rail Comm,San Joaquin Reg Rail Comm,Under 500k,Pacific,SF Bay Area
2018-02-18,5362349.0,New Jersey Transit Corp,New Jersey Transit Corp,2M+,Mid-Atlantic,New Jersey
2018-02-18,2424872.0,MTA Bus Company,MTA Bus Company,2M+,Mid-Atlantic,NYC
2018-02-18,214503.0,Port Authority Transit Corp,Port Authority Transit Corp,2M+,Mid-Atlantic,Philadelphia
2018-02-18,34087.0,Livermore/Amador Valley TA,Livermore/Amador Valley TA,"500,000-1.99M",Pacific,SF Bay Area
2018-02-18,84297.0,Monterey-Salinas Transit,Monterey-Salinas Transit,Under 500k,Pacific,Monterey
2018-02-18,62679934.0,MTA New York City Transit,MTA New York City Transit,2M+,Mid-Atlantic,NYC
2018-02-18,337164.0,Champaign-Urbana MTD,Champaign-Urbana MTD,Under 500k,East Central,Champaign-Urbana
2018-02-18,53495.0,Santa Clarita Transit,Santa Clarita Transit,Under 500k,Pacific,Los Angeles
2018-02-18,52697.0,Minnesota Valley Transit Auth,Minnesota Valley Transit Auth,2M+,West Central,Minneapolis-Saint Paul
2018-02-18,78855.0,Lee Tran ,Lee Tran ,"500,000-1.99M",South-Atlantic,Fort Myers
2018-02-18,1238299.0,Metra,Metra,2M+,East Central,Chicago
2018-02-18,6613355.0,Massachusetts Bay Tr Auth,Massachusetts Bay Tr Auth,2M+,New England,Boston
2018-02-18,164682.0,Riverside Transit Agency,Riverside Transit Agency,"500,000-1.99M",Pacific,Los Angeles
2018-02-18,143490.0,Delaware Transit Corp,Delaware Transit Corp,2M+,South-Atlantic,Delaware
2018-02-18,571416.0,Milwaukee County Tr Sys,Milwaukee County Tr Sys,"500,000-1.99M",East Central,Milwaukee County
2018-02-18,270831.0,Kansas City Area Trp Auth,Kansas City Area Trp Auth,"500,000-1.99M",West Central,Kansas City
2018-02-18,39636.0,Madison County Trans Dist,Madison County Trans Dist,2M+,East Central,St. Louis
2018-02-18,176149.0,Snohomish County PTBA,Snohomish County PTBA,2M+,Pacific,Seattle
2018-02-18,60162.0,Northern IN Commuter TD,Northern IN Commuter TD,2M+,East Central,Chicago
2018-02-18,168730.0,Fairfax County Dept of Transp,Fairfax County Dept of Transp,2M+,South-Atlantic,Washington D.C.
2018-02-18,53120.0,Salem-Keizer Transit,Salem-Keizer Transit,Under 500k,Pacific,Salem-Keizer
2018-02-18,2611109.0,Metro Atlanta Rapid Tr Auth,Metro Atlanta Rapid Tr Auth,2M+,South-Atlantic,Atlanta
2018-02-25,228666.0,Lane Transit District ,Lane Transit District ,Under 500k,Pacific,Eugene
2018-02-25,508154.0,Long Beach Transit,Long Beach Transit,2M+,Pacific,Los Angeles
2018-02-25,60602.0,Tr Auth of Northern Kentucky,Tr Auth of Northern Kentucky,"500,000-1.99M",East Central,Cincinnati
2018-02-25,402791.0,Central Ohio Transit Auth,Central Ohio Transit Auth,"500,000-1.99M",East Central,Columbus
2018-02-25,804284.0,Orange County Transp Auth,Orange County Transp Auth,2M+,Pacific,Los Angeles
2018-02-25,413210.0,New York City DOT,New York City DOT,2M+,Mid-Atlantic,NYC
2018-02-25,5983665.0,Southeastern Penn TA,Southeastern Penn TA,2M+,Mid-Atlantic,Philadelphia
2018-02-25,1466404.0,Dallas Area Rapid Transit,Dallas Area Rapid Transit,2M+,West Central,Dallas
2018-02-25,1529972.0,MTA Metro-North Railroad,MTA Metro-North Railroad,2M+,Mid-Atlantic,NYC
2018-02-25,488650.0,City of Detroit Dept of Trp,City of Detroit Dept of Trp,2M+,East Central,Detroit
2018-02-25,70908.0,Charleston Area RTA,Charleston Area RTA,"500,000-1.99M",South-Atlantic,Charleston
2018-02-25,5187043.0,New Jersey Transit Corp,New Jersey Transit Corp,2M+,Mid-Atlantic,New Jersey
2018-02-25,86143.0,Lee Tran ,Lee Tran ,"500,000-1.99M",South-Atlantic,Fort Myers
2018-02-25,27198.0,San Joaquin Reg Rail Comm,San Joaquin Reg Rail Comm,Under 500k,Pacific,SF Bay Area
2018-02-25,220832.0,North County Transit District,North County Transit District,2M+,Pacific,San Diego
2018-02-25,1825682.0,San Diego Metrop Transit System,San Diego Metrop Transit System,2M+,Pacific,San Diego
2018-02-25,96601.0,METRO Regional Transit Authority,METRO Regional Transit Authority,"500,000-1.99M",East Central,Cleveland
2018-02-25,286653.0,Pinellas Suncoast Tran Auth,Pinellas Suncoast Tran Auth,2M+,South-Atlantic,Tampa
2018-02-25,291397.0,"Metro Transit, City of Madison","Metro Transit, City of Madison",Under 500k,East Central,Madison
2018-02-25,1757842.0,Maryland Transit Admin,Maryland Transit Admin,2M+,South-Atlantic,Baltimore
2018-02-25,31868.0,GoTriangle,GoTriangle,Under 500k,South-Atlantic,Raleigh
2018-02-25,2058405.0,Regional Trp District,Regional Trp District,2M+,Mountain,Denver
2018-02-25,8165.0,LAKETRAN,LAKETRAN,"500,000-1.99M",East Central,Cleveland
2018-02-25,1905372.0,Metro Tr Auth of Harris Co,Metro Tr Auth of Harris Co,2M+,West Central,Houston
2018-02-25,95147.0,Unitrans,Unitrans,Under 500k,Pacific,Sacramento
2018-02-25,24497.0,Yolo County Transportation District,Yolo County Transportation District,"500,000-1.99M",Pacific,Sacramento
2018-02-25,93806.0,Tompkins Consol Area Transit,Tompkins Consol Area Transit,Under 500k,Mid-Atlantic,Ithaca
2018-02-25,7017404.0,Massachusetts Bay Tr Auth,Massachusetts Bay Tr Auth,2M+,New England,Boston
2018-02-25,1993254.0,Tri-County Metro Trp Dist,Tri-County Metro Trp Dist,"500,000-1.99M",Pacific,Portland
2018-02-25,1357898.0,City & Cnty of Honolulu DOTS,City & Cnty of Honolulu DOTS,"500,000-1.99M",Pacific,Oahu
2018-02-25,926542.0,Sound Transit,Sound Transit,2M+,Pacific,Seattle
2018-02-25,39687.0,Madison County Trans Dist,Madison County Trans Dist,2M+,East Central,St. Louis
2018-02-25,70515.0,Kitsap Transit,Kitsap Transit,Under 500k,Pacific,Seattle
2018-02-25,6822.0,City of Redondo Beach,City of Redondo Beach,2M+,Pacific,Los Angeles
2018-02-25,193580.0,City of Tucson MTS,City of Tucson MTS,"500,000-1.99M",Mountain,Tucson
2018-02-25,68411.0,Central Contra Costa TA,Central Contra Costa TA,"500,000-1.99M",Pacific,SF Bay Area
2018-02-25,350350.0,Caltrain,Caltrain,2M+,Pacific,SF Bay Area
2018-02-25,171059.0,Riverside Transit Agency,Riverside Transit Agency,"500,000-1.99M",Pacific,Los Angeles
2018-02-25,61377.0,Gardena Municipal Bus Lines,Gardena Municipal Bus Lines,2M+,Pacific,Los Angeles
2018-02-25,232495.0,OMNITRANS,OMNITRANS,"500,000-1.99M",Pacific,Los Angeles
2018-02-25,223763.0,Indianapolis Public Trp Corp,Indianapolis Public Trp Corp,"500,000-1.99M",East Central,Indianapolis
2018-02-25,65102199.0,MTA New York City Transit,MTA New York City Transit,2M+,Mid-Atlantic,NYC
2018-02-25,79356.0,Monterey-Salinas Transit,Monterey-Salinas Transit,Under 500k,Pacific,Monterey
2018-02-25,293960.0,Kansas City Area Trp Auth,Kansas City Area Trp Auth,"500,000-1.99M",West Central,Kansas City
2018-02-25,62828.0,Northern IN Commuter TD,Northern IN Commuter TD,2M+,East Central,Chicago
2018-02-25,138340.0,Greater Richmond Transit Company,Greater Richmond Transit Company,"500,000-1.99M",South-Atlantic,Richmond
2018-02-25,92862.0,Culver CityBus,Culver CityBus,2M+,Pacific,Los Angeles
2018-02-25,295295.0,Southwest Ohio RTA,Southwest Ohio RTA,"500,000-1.99M",East Central,Cincinnati
2018-02-25,1358260.0,RTC of Southern Nevada,RTC of Southern Nevada,"500,000-1.99M",Mountain,Las Vegas
2018-02-25,247317.0,Foothill Transit,Foothill Transit,2M+,Pacific,Los Angeles
2018-02-25,467734.0,Niagara Frontier Trp Auth,Niagara Frontier Trp Auth,"500,000-1.99M",Mid-Atlantic,Buffalo
2018-02-25,156429.0,RTC of Washoe County,RTC of Washoe County,Under 500k,Mountain,Reno
2018-02-25,123515.0,South Florida RTA (Tri-Rail),South Florida RTA (Tri-Rail),2M+,South-Atlantic,Miami
2018-02-25,1228843.0,Port Auth of Allegheny Co,Port Auth of Allegheny Co,"500,000-1.99M",Mid-Atlantic,Pittsburgh
2018-02-25,864534.0,VIA Metropolitan Transit,VIA Metropolitan Transit,"500,000-1.99M",West Central,San Antonio
2018-02-25,225206.0,Port Authority Transit Corp,Port Authority Transit Corp,2M+,Mid-Atlantic,Philadelphia
2018-02-25,599051.0,Milwaukee County Tr Sys,Milwaukee County Tr Sys,"500,000-1.99M",East Central,Milwaukee County
2018-02-25,33679.0,Livermore/Amador Valley TA,Livermore/Amador Valley TA,"500,000-1.99M",Pacific,SF Bay Area
2018-02-25,300859.0,Champaign-Urbana MTD,Champaign-Urbana MTD,Under 500k,East Central,Champaign-Urbana
2018-02-25,108252.0,Ann Arbor Transportation Auth,Ann Arbor Transportation Auth,Under 500k,East Central,Ann Arbor
2018-02-25,659796.0,Broward County Transit,Broward County Transit,2M+,South-Atlantic,Miami
